drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB00072	BE0000767	Epidermal growth factor receptor	Human	P00533	EGFR	Cell membrane; single-pass type I membrane protein. Isoform 2:Secreted protein
DB00072	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00072	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00072	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00072	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00072	BE0001529	Complement C1s subcomponent	Human	P09871	C1S	Cytoplasmic
DB00072	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00072	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00072	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00072	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00072	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00072	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00073	BE0000066	B-lymphocyte antigen CD20	Human	P11836	MS4A1	Membrane; multi-pass membrane protein
DB00073	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00073	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00073	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00073	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00073	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00073	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00073	BE0001529	Complement C1s subcomponent	Human	P09871	C1S	Cytoplasmic
DB00073	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00073	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00073	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00073	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00074	BE0000658	Interleukin-2 receptor subunit alpha	Human	P01589	IL2RA	Membrane; single-pass type I membrane protein
DB00074	BE0000651	Interleukin-2 receptor subunit beta	Human	P14784	IL2RB	Membrane; single-pass type I membrane protein
DB00074	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00074	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00074	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00074	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00074	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00074	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00074	BE0001529	Complement C1s subcomponent	Human	P09871	C1S	Cytoplasmic
DB00074	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00074	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00074	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00074	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00075	BE0003456	T-cell surface glycoprotein CD3 delta chain	Human	P04234	CD3D	Membrane
DB00075	BE0000274	T-cell surface glycoprotein CD3 epsilon chain	Human	P07766	CD3E	Membrane; single-pass type I membrane protein
DB00075	BE0003457	T-cell surface glycoprotein CD3 gamma chain	Human	P09693	CD3G	Membrane
DB00075	BE0003458	T-cell surface glycoprotein CD3 zeta chain	Human	P20963	CD247	Membrane
DB00075	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00075	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00075	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00075	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00075	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00075	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00075	BE0001529	Complement C1s subcomponent	Human	P09871	C1S	Cytoplasmic
DB00075	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00075	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00075	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00075	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00078	BE0000066	B-lymphocyte antigen CD20	Human	P11836	MS4A1	Membrane; multi-pass membrane protein
DB00078	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00078	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00078	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00078	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00078	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00078	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00078	BE0001529	Complement C1s subcomponent	Human	P09871	C1S	Cytoplasmic
DB00078	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00078	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00078	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00078	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00081	BE0000066	B-lymphocyte antigen CD20	Human	P11836	MS4A1	Membrane; multi-pass membrane protein
DB00081	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00081	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00081	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00081	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00081	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00081	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00081	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00081	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00081	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00081	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00082	BE0000075	Growth hormone receptor	Human	P10912	GHR	Cell membrane; single-pass type I membrane protein. GHBP:Secreted protein. On growth hormone binding
DB00083	BE0000390	Synaptosomal-associated protein 25	Human	P60880	SNAP25	
DB00083	BE0003572	Rho-related GTP-binding protein RhoB	Human	P62745	RHOB	Late endosome membrane
DB00086	BE0000211	Plasminogen	Human	P00747	PLG	Secreted protein
DB00086	BE0000928	Proteinase-activated receptor 1	Human	P25116	F2R	Membrane; multi-pass membrane protein
DB00087	BE0000083	CAMPATH-1 antigen	Human	P31358	CD52	Cell membrane; lipid-anchor; GPI-anchor
DB00087	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00087	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00087	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00087	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00087	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00087	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00087	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00087	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00087	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00087	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00089	BE0000568	Glutamate carboxypeptidase 2	Human	Q04609	FOLH1	Cell membrane; single-pass type II membrane protein. Isoform PSMA':Cytoplasm
DB00091	BE0000379	Calcium signal-modulating cyclophilin ligand	Human	P49069	CAMLG	Membrane; multi-pass membrane protein
DB00091	BE0002143	Calcineurin subunit B type 2	Human	Q96LZ3	PPP3R2	
DB00091	BE0001014	Peptidyl-prolyl cis-trans isomerase A	Human	P62937	PPIA	Cytoplasm
DB00091	BE0001399	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Human	P30405	PPIF	Mitochondrion; mitochondrial matrix
DB00092	BE0000719	T-cell surface antigen CD2	Human	P06729	CD2	Membrane; single-pass type I membrane protein
DB00092	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00092	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00092	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00092	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00092	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00092	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00092	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00092	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00092	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00092	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00093	BE0000165	Vasopressin V1a receptor	Human	P37288	AVPR1A	Membrane; multi-pass membrane protein
DB00094	BE0000387	Follicle-stimulating hormone receptor	Human	P23945	FSHR	Membrane; multi-pass membrane protein
DB00095	BE0000516	Integrin alpha-L	Human	P20701	ITGAL	Membrane; single-pass type I membrane protein
DB00095	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00095	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00095	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00095	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00095	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00095	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00095	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00095	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00095	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00095	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00097	BE0000134	Lutropin-choriogonadotropic hormone receptor	Human	P22888	LHCGR	Membrane; multi-pass membrane protein
DB00097	BE0000387	Follicle-stimulating hormone receptor	Human	P23945	FSHR	Membrane; multi-pass membrane protein
DB00098	BE0000598	T-cell surface glycoprotein CD1a	Human	P06126	CD1A	Membrane; single-pass type I membrane protein
DB00098	BE0003573	Major histocompatibility complex class I-related gene protein	Human	Q95460	MR1	Isoform 4:Secreted
DB00098	BE0000516	Integrin alpha-L	Human	P20701	ITGAL	Membrane; single-pass type I membrane protein
DB00098	BE0000846	T-lymphocyte activation antigen CD86	Human	P42081	CD86	Membrane; single-pass type I membrane protein
DB00098	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00098	BE0003488	T-cell surface glycoprotein CD4	Human	P01730	CD4	Cell membrane
DB00098	BE0003575	Integrin beta-1	Human	P05556	ITGB1	Cell membrane
DB00098	BE0003576	Integrin alpha-V	Human	P06756	ITGAV	Membrane
DB00098	BE0001155	Integrin beta-3	Human	P05106	ITGB3	Membrane; single-pass type I membrane protein
DB00099	BE0000793	Granulocyte colony-stimulating factor receptor	Human	Q99062	CSF3R	Cell membrane; single-pass type I membrane protein. Isoform GCSFR2:Secreted protein (Probable). Isof
DB00099	BE0000394	Neutrophil elastase	Human	P08246	ELANE	Cytoplasmic
DB00100	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB00100	BE0001021	Coagulation factor XI	Human	P03951	F11	Secreted protein
DB00100	BE0000333	Coagulation factor VII	Human	P08709	F7	Cytoplasmic
DB00100	BE0000016	Coagulation factor VIII	Human	P00451	F8	Secreted protein; extracellular space
DB00100	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB00100	BE0002110	Prolow-density lipoprotein receptor-related protein 1	Human	Q07954	LRP1	Cell membrane
DB00100	BE0000403	Vitamin K-dependent gamma-carboxylase	Human	P38435	GGCX	Endoplasmic reticulum; endoplasmic reticulum membrane; multi-pass membrane protein
DB00102	BE0000205	Platelet-derived growth factor receptor beta	Human	P09619	PDGFRB	Membrane; single-pass type I membrane protein
DB00102	BE0000852	Platelet-derived growth factor receptor alpha	Human	P16234	PDGFRA	Membrane; single-pass type I membrane protein
DB00102	BE0000910	Alpha-2-macroglobulin	Human	P01023	A2M	Secreted protein
DB00104	BE0000452	Somatostatin receptor type 1	Human	P30872	SSTR1	Membrane; multi-pass membrane protein
DB00104	BE0002147	Somatostatin receptor type 5	Human	P35346	SSTR5	Membrane
DB00104	BE0003528	Somatostatin receptor type 2	Human	P30874	SSTR2	Cell membrane
DB00105	BE0000385	Interferon alpha/beta receptor 2	Human	P48551	IFNAR2	Membrane; single-pass type I membrane protein
DB00105	BE0000661	Interferon alpha/beta receptor 1	Human	P17181	IFNAR1	Membrane; single-pass type I membrane protein
DB00106	BE0000203	Gonadotropin-releasing hormone receptor	Human	P30968	GNRHR	Membrane; multi-pass membrane protein
DB00107	BE0000844	Oxytocin receptor	Human	P30559	OXTR	Membrane; multi-pass membrane protein
DB00107	BE0000751	Oxytocin-neurophysin 1	Human	P01178	OXT	Secreted protein
DB00108	BE0000590	Integrin alpha-4	Human	P13612	ITGA4	Membrane; single-pass type I membrane protein
DB00108	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00108	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00108	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00108	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00108	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00108	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
DB00108	BE0000710	High affinity immunoglobulin gamma Fc receptor I	Human	P12314	FCGR1A	Membrane; single-pass type I membrane protein
DB00108	BE0002098	Low affinity immunoglobulin gamma Fc region receptor II-a	Human	P12318	FCGR2A	Membrane
DB00108	BE0002099	Low affinity immunoglobulin gamma Fc region receptor II-b	Human	P31994	FCGR2B	Membrane
DB00108	BE0002100	Low affinity immunoglobulin gamma Fc region receptor II-c	Human	P31995	FCGR2C	Cell membrane
DB00108	BE0001085	Intercellular adhesion molecule 1	Human	P05362	ICAM1	Membrane; single-pass type I membrane protein
DB00109	BE0000398	Envelope glycoprotein	Human immunodeficiency virus 1		gp41	
DB00110	BE0000686	Fusion glycoprotein F0	Human respiratory syncytial virus B (strain 18537)	P13843	F	Membrane; single-pass type I membrane protein
DB00110	BE0000901	Low affinity immunoglobulin gamma Fc region receptor III-B	Human	O75015	FCGR3B	Cell membrane; lipid-anchor; GPI-anchor. Secreted protein. Note=Secreted after cleavage
DB00110	BE0002093	Complement C1r subcomponent	Human	P00736	C1R	Cytoplasmic
DB00110	BE0002094	Complement C1q subcomponent subunit A	Human	P02745	C1QA	Secreted protein
DB00110	BE0002095	Complement C1q subcomponent subunit B	Human	P02746	C1QB	Secreted protein
DB00110	BE0002096	Complement C1q subcomponent subunit C	Human	P02747	C1QC	Secreted protein
DB00110	BE0002097	Low affinity immunoglobulin gamma Fc region receptor III-A	Human	P08637	FCGR3A	Cell membrane
